¾úÖê: AF32-8AC
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
GBNPKNOO_01676  | FHIEPKDB_01130
GBNPKNOO_01677  | FHIEPKDB_01129
GBNPKNOO_01678  | FHIEPKDB_01128
GBNPKNOO_01679  | FHIEPKDB_01127
GBNPKNOO_01680  | FHIEPKDB_01126
GBNPKNOO_01681  | FHIEPKDB_01125
GBNPKNOO_01682  | FHIEPKDB_01124
GBNPKNOO_01683  | FHIEPKDB_01123
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | FHIEPKDB_01116
GBNPKNOO_01690  | FHIEPKDB_02415
GBNPKNOO_01691  | FHIEPKDB_02416
GBNPKNOO_01692  | FHIEPKDB_02417
GBNPKNOO_01693  | FHIEPKDB_02418
GBNPKNOO_01694  | FHIEPKDB_02419

¾úÖê: GCA_048302425
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | ALDIOPMH_00551
GBNPKNOO_01667  | ALDIOPMH_00550
GBNPKNOO_01668  | ALDIOPMH_00549
GBNPKNOO_01669  | ALDIOPMH_00548
GBNPKNOO_01670  | ALDIOPMH_00547
GBNPKNOO_01671  | ALDIOPMH_00546
GBNPKNOO_01672  | ALDIOPMH_00545
GBNPKNOO_01673  | ALDIOPMH_00544
GBNPKNOO_01674  | ALDIOPMH_00543
GBNPKNOO_01675  | ALDIOPMH_00542
GBNPKNOO_01676  | ALDIOPMH_00541
GBNPKNOO_01677  | ALDIOPMH_00540
GBNPKNOO_01678  | ALDIOPMH_00539
GBNPKNOO_01679  | ALDIOPMH_00538
GBNPKNOO_01680  | ALDIOPMH_00537
GBNPKNOO_01681  | ALDIOPMH_00536
GBNPKNOO_01682  | ALDIOPMH_00535
GBNPKNOO_01683  | ALDIOPMH_00534
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048306095
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | FCPLOOPJ_01970
GBNPKNOO_01667  | FCPLOOPJ_01969
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | FCPLOOPJ_01967
GBNPKNOO_01670  | FCPLOOPJ_01966
GBNPKNOO_01671  | FCPLOOPJ_01965
GBNPKNOO_01672  | FCPLOOPJ_01964
GBNPKNOO_01673  | FCPLOOPJ_01963
GBNPKNOO_01674  | FCPLOOPJ_01962
GBNPKNOO_01675  | FCPLOOPJ_01961
GBNPKNOO_01676  | FCPLOOPJ_01960
GBNPKNOO_01677  | FCPLOOPJ_01959
GBNPKNOO_01678  | FCPLOOPJ_01958
GBNPKNOO_01679  | FCPLOOPJ_01957
GBNPKNOO_01680  | FCPLOOPJ_01956
GBNPKNOO_01681  | FCPLOOPJ_01955
GBNPKNOO_01682  | FCPLOOPJ_01954
GBNPKNOO_01683  | FCPLOOPJ_01953
GBNPKNOO_01684  | FCPLOOPJ_01952
GBNPKNOO_01685  | FCPLOOPJ_01950
GBNPKNOO_01686  | FCPLOOPJ_01949
GBNPKNOO_01687  | FCPLOOPJ_01948
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | FCPLOOPJ_01946
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048339445
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | JKEFGPJK_01106
GBNPKNOO_01667  | JKEFGPJK_01105
GBNPKNOO_01668  | JKEFGPJK_01104
GBNPKNOO_01669  | JKEFGPJK_01103
GBNPKNOO_01670  | JKEFGPJK_01102
GBNPKNOO_01671  | JKEFGPJK_01101
GBNPKNOO_01672  | JKEFGPJK_01100
GBNPKNOO_01673  | JKEFGPJK_01099
GBNPKNOO_01674  | JKEFGPJK_01098
GBNPKNOO_01675  | JKEFGPJK_01097
GBNPKNOO_01676  | JKEFGPJK_01096
GBNPKNOO_01677  | JKEFGPJK_01095
GBNPKNOO_01678  | JKEFGPJK_01094
GBNPKNOO_01679  | JKEFGPJK_01093
GBNPKNOO_01680  | JKEFGPJK_01092
GBNPKNOO_01681  | JKEFGPJK_01091
GBNPKNOO_01682  | JKEFGPJK_01090
GBNPKNOO_01683  | JKEFGPJK_01089
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048349455
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | È±Ê§
GBNPKNOO_01667  | È±Ê§
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | È±Ê§
GBNPKNOO_01670  | È±Ê§
GBNPKNOO_01671  | È±Ê§
GBNPKNOO_01672  | È±Ê§
GBNPKNOO_01673  | È±Ê§
GBNPKNOO_01674  | È±Ê§
GBNPKNOO_01675  | È±Ê§
GBNPKNOO_01676  | È±Ê§
GBNPKNOO_01677  | È±Ê§
GBNPKNOO_01678  | È±Ê§
GBNPKNOO_01679  | È±Ê§
GBNPKNOO_01680  | È±Ê§
GBNPKNOO_01681  | È±Ê§
GBNPKNOO_01682  | È±Ê§
GBNPKNOO_01683  | È±Ê§
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048373655
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | PPGMCCGO_02106
GBNPKNOO_01667  | PPGMCCGO_02107
GBNPKNOO_01668  | PPGMCCGO_02108
GBNPKNOO_01669  | PPGMCCGO_02109
GBNPKNOO_01670  | PPGMCCGO_02110
GBNPKNOO_01671  | PPGMCCGO_02111
GBNPKNOO_01672  | PPGMCCGO_02112
GBNPKNOO_01673  | PPGMCCGO_02113
GBNPKNOO_01674  | PPGMCCGO_02114
GBNPKNOO_01675  | PPGMCCGO_02115
GBNPKNOO_01676  | PPGMCCGO_02116
GBNPKNOO_01677  | PPGMCCGO_02117
GBNPKNOO_01678  | PPGMCCGO_02118
GBNPKNOO_01679  | PPGMCCGO_02119
GBNPKNOO_01680  | PPGMCCGO_02120
GBNPKNOO_01681  | PPGMCCGO_02121
GBNPKNOO_01682  | PPGMCCGO_02122
GBNPKNOO_01683  | PPGMCCGO_02123
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048376695
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | IGFJAAAO_01983
GBNPKNOO_01667  | IGFJAAAO_01984
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | IGFJAAAO_01986
GBNPKNOO_01670  | IGFJAAAO_01987
GBNPKNOO_01671  | IGFJAAAO_01988
GBNPKNOO_01672  | IGFJAAAO_01989
GBNPKNOO_01673  | IGFJAAAO_01990
GBNPKNOO_01674  | IGFJAAAO_01991
GBNPKNOO_01675  | IGFJAAAO_01992
GBNPKNOO_01676  | IGFJAAAO_01993
GBNPKNOO_01677  | IGFJAAAO_01994
GBNPKNOO_01678  | IGFJAAAO_01995
GBNPKNOO_01679  | IGFJAAAO_01996
GBNPKNOO_01680  | IGFJAAAO_01997
GBNPKNOO_01681  | IGFJAAAO_01998
GBNPKNOO_01682  | IGFJAAAO_01999
GBNPKNOO_01683  | IGFJAAAO_02000
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048394125
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | NGPNGEBF_00153
GBNPKNOO_01667  | NGPNGEBF_00152
GBNPKNOO_01668  | NGPNGEBF_00151
GBNPKNOO_01669  | NGPNGEBF_00493
GBNPKNOO_01670  | È±Ê§
GBNPKNOO_01671  | È±Ê§
GBNPKNOO_01672  | È±Ê§
GBNPKNOO_01673  | È±Ê§
GBNPKNOO_01674  | È±Ê§
GBNPKNOO_01675  | È±Ê§
GBNPKNOO_01676  | È±Ê§
GBNPKNOO_01677  | È±Ê§
GBNPKNOO_01678  | È±Ê§
GBNPKNOO_01679  | È±Ê§
GBNPKNOO_01680  | È±Ê§
GBNPKNOO_01681  | È±Ê§
GBNPKNOO_01682  | È±Ê§
GBNPKNOO_01683  | È±Ê§
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048397125
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | KKEMHEHN_02129
GBNPKNOO_01667  | KKEMHEHN_02130
GBNPKNOO_01668  | KKEMHEHN_02131
GBNPKNOO_01669  | KKEMHEHN_02132
GBNPKNOO_01670  | KKEMHEHN_02133
GBNPKNOO_01671  | KKEMHEHN_02134
GBNPKNOO_01672  | KKEMHEHN_02135
GBNPKNOO_01673  | KKEMHEHN_02136
GBNPKNOO_01674  | KKEMHEHN_02137
GBNPKNOO_01675  | KKEMHEHN_02138
GBNPKNOO_01676  | KKEMHEHN_02139
GBNPKNOO_01677  | KKEMHEHN_02140
GBNPKNOO_01678  | KKEMHEHN_02141
GBNPKNOO_01679  | KKEMHEHN_02142
GBNPKNOO_01680  | KKEMHEHN_02143
GBNPKNOO_01681  | KKEMHEHN_02144
GBNPKNOO_01682  | KKEMHEHN_02145
GBNPKNOO_01683  | KKEMHEHN_02146
GBNPKNOO_01684  | KKEMHEHN_02147
GBNPKNOO_01685  | KKEMHEHN_02149
GBNPKNOO_01686  | KKEMHEHN_02150
GBNPKNOO_01687  | KKEMHEHN_02151
GBNPKNOO_01688  | KKEMHEHN_02152
GBNPKNOO_01689  | KKEMHEHN_02153
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048423265
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | PAMOHKKP_01577
GBNPKNOO_01667  | PAMOHKKP_01578
GBNPKNOO_01668  | PAMOHKKP_01579
GBNPKNOO_01669  | PAMOHKKP_01580
GBNPKNOO_01670  | PAMOHKKP_01581
GBNPKNOO_01671  | PAMOHKKP_01582
GBNPKNOO_01672  | PAMOHKKP_01583
GBNPKNOO_01673  | PAMOHKKP_01584
GBNPKNOO_01674  | PAMOHKKP_01585
GBNPKNOO_01675  | PAMOHKKP_01586
GBNPKNOO_01676  | PAMOHKKP_01587
GBNPKNOO_01677  | PAMOHKKP_01588
GBNPKNOO_01678  | PAMOHKKP_01589
GBNPKNOO_01679  | PAMOHKKP_01590
GBNPKNOO_01680  | PAMOHKKP_01591
GBNPKNOO_01681  | PAMOHKKP_01592
GBNPKNOO_01682  | PAMOHKKP_01593
GBNPKNOO_01683  | PAMOHKKP_01594
GBNPKNOO_01684  | PAMOHKKP_01595
GBNPKNOO_01685  | PAMOHKKP_01597
GBNPKNOO_01686  | PAMOHKKP_01598
GBNPKNOO_01687  | PAMOHKKP_01599
GBNPKNOO_01688  | PAMOHKKP_01600
GBNPKNOO_01689  | PAMOHKKP_01601
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048463715
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | ALKFCKIJ_00635
GBNPKNOO_01667  | ALKFCKIJ_00634
GBNPKNOO_01668  | ALKFCKIJ_00633
GBNPKNOO_01669  | ALKFCKIJ_00632
GBNPKNOO_01670  | ALKFCKIJ_00631
GBNPKNOO_01671  | ALKFCKIJ_00630
GBNPKNOO_01672  | ALKFCKIJ_00629
GBNPKNOO_01673  | ALKFCKIJ_00628
GBNPKNOO_01674  | ALKFCKIJ_00627
GBNPKNOO_01675  | ALKFCKIJ_00626
GBNPKNOO_01676  | ALKFCKIJ_00625
GBNPKNOO_01677  | ALKFCKIJ_00624
GBNPKNOO_01678  | ALKFCKIJ_00623
GBNPKNOO_01679  | ALKFCKIJ_00622
GBNPKNOO_01680  | È±Ê§
GBNPKNOO_01681  | È±Ê§
GBNPKNOO_01682  | È±Ê§
GBNPKNOO_01683  | È±Ê§
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048465695
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | IOLLKAII_00210
GBNPKNOO_01667  | IOLLKAII_00209
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | IOLLKAII_00207
GBNPKNOO_01670  | IOLLKAII_00206
GBNPKNOO_01671  | IOLLKAII_00205
GBNPKNOO_01672  | IOLLKAII_00204
GBNPKNOO_01673  | IOLLKAII_00203
GBNPKNOO_01674  | IOLLKAII_00202
GBNPKNOO_01675  | IOLLKAII_00201
GBNPKNOO_01676  | IOLLKAII_00200
GBNPKNOO_01677  | IOLLKAII_00199
GBNPKNOO_01678  | IOLLKAII_00198
GBNPKNOO_01679  | IOLLKAII_00197
GBNPKNOO_01680  | IOLLKAII_00196
GBNPKNOO_01681  | IOLLKAII_00195
GBNPKNOO_01682  | IOLLKAII_00194
GBNPKNOO_01683  | IOLLKAII_00193
GBNPKNOO_01684  | IOLLKAII_00189
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | IOLLKAII_00187
GBNPKNOO_01687  | IOLLKAII_00186
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | IOLLKAII_00184
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048468875
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | KBPCEOHA_00873
GBNPKNOO_01667  | KBPCEOHA_00872
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | KBPCEOHA_00870
GBNPKNOO_01670  | KBPCEOHA_00869
GBNPKNOO_01671  | KBPCEOHA_00868
GBNPKNOO_01672  | KBPCEOHA_00867
GBNPKNOO_01673  | KBPCEOHA_00866
GBNPKNOO_01674  | KBPCEOHA_00865
GBNPKNOO_01675  | KBPCEOHA_00864
GBNPKNOO_01676  | KBPCEOHA_00863
GBNPKNOO_01677  | KBPCEOHA_00862
GBNPKNOO_01678  | KBPCEOHA_00861
GBNPKNOO_01679  | KBPCEOHA_00860
GBNPKNOO_01680  | KBPCEOHA_00859
GBNPKNOO_01681  | KBPCEOHA_00858
GBNPKNOO_01682  | KBPCEOHA_00857
GBNPKNOO_01683  | KBPCEOHA_00856
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048470115
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | LAINOAPA_01984
GBNPKNOO_01667  | LAINOAPA_01985
GBNPKNOO_01668  | LAINOAPA_01986
GBNPKNOO_01669  | È±Ê§
GBNPKNOO_01670  | LAINOAPA_00105
GBNPKNOO_01671  | LAINOAPA_00106
GBNPKNOO_01672  | LAINOAPA_00107
GBNPKNOO_01673  | LAINOAPA_00108
GBNPKNOO_01674  | LAINOAPA_00109
GBNPKNOO_01675  | LAINOAPA_00110
GBNPKNOO_01676  | LAINOAPA_00111
GBNPKNOO_01677  | LAINOAPA_00112
GBNPKNOO_01678  | LAINOAPA_00113
GBNPKNOO_01679  | LAINOAPA_00114
GBNPKNOO_01680  | LAINOAPA_00115
GBNPKNOO_01681  | LAINOAPA_00116
GBNPKNOO_01682  | LAINOAPA_00117
GBNPKNOO_01683  | LAINOAPA_00118
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | LAINOAPA_00126
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048475415
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | NONMAGDM_02215
GBNPKNOO_01667  | NONMAGDM_02216
GBNPKNOO_01668  | NONMAGDM_02217
GBNPKNOO_01669  | NONMAGDM_02218
GBNPKNOO_01670  | NONMAGDM_02219
GBNPKNOO_01671  | NONMAGDM_02220
GBNPKNOO_01672  | NONMAGDM_02221
GBNPKNOO_01673  | NONMAGDM_02222
GBNPKNOO_01674  | NONMAGDM_02223
GBNPKNOO_01675  | NONMAGDM_02224
GBNPKNOO_01676  | NONMAGDM_02225
GBNPKNOO_01677  | NONMAGDM_02226
GBNPKNOO_01678  | NONMAGDM_02227
GBNPKNOO_01679  | NONMAGDM_02228
GBNPKNOO_01680  | NONMAGDM_02229
GBNPKNOO_01681  | NONMAGDM_02230
GBNPKNOO_01682  | NONMAGDM_02231
GBNPKNOO_01683  | NONMAGDM_02232
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048486235
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | DLDDFGIA_01435
GBNPKNOO_01667  | DLDDFGIA_01434
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | DLDDFGIA_01432
GBNPKNOO_01670  | DLDDFGIA_01431
GBNPKNOO_01671  | DLDDFGIA_01430
GBNPKNOO_01672  | DLDDFGIA_01429
GBNPKNOO_01673  | DLDDFGIA_01428
GBNPKNOO_01674  | DLDDFGIA_01427
GBNPKNOO_01675  | DLDDFGIA_01426
GBNPKNOO_01676  | DLDDFGIA_01425
GBNPKNOO_01677  | DLDDFGIA_01424
GBNPKNOO_01678  | DLDDFGIA_01423
GBNPKNOO_01679  | DLDDFGIA_01422
GBNPKNOO_01680  | DLDDFGIA_01421
GBNPKNOO_01681  | DLDDFGIA_01420
GBNPKNOO_01682  | DLDDFGIA_01419
GBNPKNOO_01683  | DLDDFGIA_01418
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048508875
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | EIKPBAGF_02144
GBNPKNOO_01667  | EIKPBAGF_02143
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | EIKPBAGF_02141
GBNPKNOO_01670  | EIKPBAGF_02140
GBNPKNOO_01671  | EIKPBAGF_02139
GBNPKNOO_01672  | EIKPBAGF_02138
GBNPKNOO_01673  | EIKPBAGF_02137
GBNPKNOO_01674  | EIKPBAGF_02136
GBNPKNOO_01675  | EIKPBAGF_02135
GBNPKNOO_01676  | EIKPBAGF_02134
GBNPKNOO_01677  | EIKPBAGF_02133
GBNPKNOO_01678  | EIKPBAGF_02132
GBNPKNOO_01679  | EIKPBAGF_02131
GBNPKNOO_01680  | EIKPBAGF_02130
GBNPKNOO_01681  | EIKPBAGF_02129
GBNPKNOO_01682  | EIKPBAGF_02128
GBNPKNOO_01683  | EIKPBAGF_02127
GBNPKNOO_01684  | EIKPBAGF_02126
GBNPKNOO_01685  | EIKPBAGF_02124
GBNPKNOO_01686  | EIKPBAGF_02123
GBNPKNOO_01687  | EIKPBAGF_02122
GBNPKNOO_01688  | EIKPBAGF_02121
GBNPKNOO_01689  | EIKPBAGF_02120
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048511395
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | GEJLEKNK_02011
GBNPKNOO_01667  | GEJLEKNK_02012
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | GEJLEKNK_02014
GBNPKNOO_01670  | GEJLEKNK_02015
GBNPKNOO_01671  | GEJLEKNK_02016
GBNPKNOO_01672  | GEJLEKNK_02017
GBNPKNOO_01673  | GEJLEKNK_02018
GBNPKNOO_01674  | GEJLEKNK_02019
GBNPKNOO_01675  | GEJLEKNK_02020
GBNPKNOO_01676  | GEJLEKNK_02021
GBNPKNOO_01677  | GEJLEKNK_02022
GBNPKNOO_01678  | GEJLEKNK_02023
GBNPKNOO_01679  | GEJLEKNK_02024
GBNPKNOO_01680  | GEJLEKNK_02025
GBNPKNOO_01681  | GEJLEKNK_02026
GBNPKNOO_01682  | GEJLEKNK_02027
GBNPKNOO_01683  | GEJLEKNK_02028
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_049545765
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | EMGGHBLK_00681
GBNPKNOO_01667  | EMGGHBLK_00682
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | EMGGHBLK_00684
GBNPKNOO_01670  | EMGGHBLK_00685
GBNPKNOO_01671  | EMGGHBLK_00686
GBNPKNOO_01672  | EMGGHBLK_00687
GBNPKNOO_01673  | EMGGHBLK_00688
GBNPKNOO_01674  | EMGGHBLK_00689
GBNPKNOO_01675  | EMGGHBLK_00690
GBNPKNOO_01676  | EMGGHBLK_00691
GBNPKNOO_01677  | EMGGHBLK_00692
GBNPKNOO_01678  | EMGGHBLK_00693
GBNPKNOO_01679  | EMGGHBLK_00694
GBNPKNOO_01680  | EMGGHBLK_00695
GBNPKNOO_01681  | EMGGHBLK_00696
GBNPKNOO_01682  | EMGGHBLK_00697
GBNPKNOO_01683  | EMGGHBLK_00698
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_905208395
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | JILCCPBI_01848
GBNPKNOO_01667  | JILCCPBI_01849
GBNPKNOO_01668  | JILCCPBI_01850
GBNPKNOO_01669  | JILCCPBI_01851
GBNPKNOO_01670  | JILCCPBI_01852
GBNPKNOO_01671  | JILCCPBI_01853
GBNPKNOO_01672  | JILCCPBI_01854
GBNPKNOO_01673  | JILCCPBI_01855
GBNPKNOO_01674  | JILCCPBI_01856
GBNPKNOO_01675  | JILCCPBI_01857
GBNPKNOO_01676  | JILCCPBI_01858
