query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
IDJJGBAN_01154	657322.FPR_03980	8.69e-280	765.0	COG0301@1|root,COG0301@2|Bacteria,1TPNW@1239|Firmicutes,247Y5@186801|Clostridia,3WGMK@541000|Ruminococcaceae	2|Bacteria	H	Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS	thiI	GO:0000049,GO:0002937,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0017144,GO:0018130,GO:0019438,GO:0034227,GO:0034470,GO:0034641,GO:0034660,GO:0042364,GO:0042723,GO:0042724,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0072527,GO:0072528,GO:0090304,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	2.8.1.4	ko:K03151	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	R07461	-	ko00000,ko00001,ko01000,ko03016	-	-	iECNA114_1301.ECNA114_0400,iECO26_1355.ECO26_0455,iECSF_1327.ECSF_0383,iSDY_1059.SDY_0307	THUMP,ThiI
IDJJGBAN_00296	657322.FPR_28740	1.22e-187	523.0	COG1177@1|root,COG1177@2|Bacteria,1V0VD@1239|Firmicutes,25E3C@186801|Clostridia,3WI77@541000|Ruminococcaceae	2|Bacteria	P	Psort location CytoplasmicMembrane, score 10.00	potC	-	-	ko:K11070	ko02010,map02010	M00299	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.1	-	-	BPD_transp_1
IDJJGBAN_00930	657322.FPR_24350	1.68e-166	466.0	COG4912@1|root,COG4912@2|Bacteria,1TQII@1239|Firmicutes,248N8@186801|Clostridia,3WGU3@541000|Ruminococcaceae	2|Bacteria	L	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	DNA_alkylation
IDJJGBAN_01460	748224.HMPREF9436_03175	6.48e-76	233.0	COG1191@1|root,COG1191@2|Bacteria,1VZE1@1239|Firmicutes,25442@186801|Clostridia,3WQK3@541000|Ruminococcaceae	2|Bacteria	K	Psort location Cytoplasmic, score 8.96	-	-	-	ko:K03091	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4
IDJJGBAN_00492	748224.HMPREF9436_01345	0.0	1806.0	COG0178@1|root,COG0178@2|Bacteria,1TPIJ@1239|Firmicutes,2485F@186801|Clostridia,3WGS6@541000|Ruminococcaceae	2|Bacteria	L	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate	uvrA	-	-	ko:K03701	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	ABC_tran
IDJJGBAN_02210	657322.FPR_12710	0.0	1360.0	COG2199@1|root,COG3437@1|root,COG2199@2|Bacteria,COG3437@2|Bacteria,1UQJH@1239|Firmicutes,248UM@186801|Clostridia,3WHN6@541000|Ruminococcaceae	2|Bacteria	T	Response regulator containing a CheY-like receiver domain and an HD-GYP domain	-	-	-	ko:K07814	-	-	-	-	ko00000,ko02022	-	-	-	DUF1631,EAL,GGDEF,HATPase_c,HD,HD_5,Response_reg
IDJJGBAN_00275	657322.FPR_28950	1.39e-195	543.0	COG0789@1|root,COG0789@2|Bacteria,1V6W4@1239|Firmicutes,24F6T@186801|Clostridia,3WKHZ@541000|Ruminococcaceae	2|Bacteria	K	Transcriptional regulator	hmrR	-	-	-	-	-	-	-	-	-	-	-	MerR_1
IDJJGBAN_00255	657322.FPR_29130	8.06e-112	322.0	COG2087@1|root,COG2087@2|Bacteria,1V6F8@1239|Firmicutes,24JF6@186801|Clostridia,3WK4Z@541000|Ruminococcaceae	2|Bacteria	H	adenosylcobinamide kinase adenosylcobinamide-phosphate guanylyltransferase	cobU	-	2.7.1.156,2.7.7.62	ko:K02231	ko00860,ko01100,map00860,map01100	M00122	R05221,R05222,R06558	RC00002,RC00428	ko00000,ko00001,ko00002,ko01000	-	-	-	CobU
IDJJGBAN_00854	657322.FPR_21660	0.0	899.0	COG0037@1|root,COG0037@2|Bacteria,1TPXP@1239|Firmicutes,248TY@186801|Clostridia,3WHDC@541000|Ruminococcaceae	2|Bacteria	D	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine	tilS	-	6.3.4.19	ko:K04075	-	-	R09597	RC02633,RC02634	ko00000,ko01000,ko03016	-	-	-	ATP_bind_3,TilS,TilS_C
IDJJGBAN_00908	718252.FP2_18340	0.0	907.0	COG2265@1|root,COG2265@2|Bacteria,1TP4H@1239|Firmicutes,248B4@186801|Clostridia,3WGD4@541000|Ruminococcaceae	2|Bacteria	J	Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family	rumA	-	2.1.1.190	ko:K03215	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	TRAM,tRNA_U5-meth_tr
IDJJGBAN_02211	718252.FP2_15720	1.94e-130	377.0	COG0834@1|root,COG0834@2|Bacteria,1TQNR@1239|Firmicutes,249Y5@186801|Clostridia,3WH7X@541000|Ruminococcaceae	2|Bacteria	ET	Belongs to the bacterial solute-binding protein 3 family	mtgF	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
IDJJGBAN_00183	657322.FPR_29850	1.04e-141	403.0	2DPRU@1|root,3334J@2|Bacteria,1VGDR@1239|Firmicutes	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF2953
IDJJGBAN_00507	657322.FPR_26290	6.8e-151	425.0	COG0356@1|root,COG0356@2|Bacteria,1TQIT@1239|Firmicutes,24A6Q@186801|Clostridia,3WIAV@541000|Ruminococcaceae	2|Bacteria	C	it plays a direct role in the translocation of protons across the membrane	atpB	-	-	ko:K02108	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko03110	3.A.2.1	-	-	ATP-synt_A
IDJJGBAN_00663	657322.FPR_19740	0.0	1169.0	COG0737@1|root,COG1653@1|root,COG0737@2|Bacteria,COG1653@2|Bacteria,1V2W6@1239|Firmicutes,249GG@186801|Clostridia	2|Bacteria	FG	Bacterial extracellular solute-binding protein	-	-	-	ko:K02027,ko:K10117	ko02010,map02010	M00196,M00207	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1,3.A.1.1.28	-	-	5_nucleotid_C,GntR,SBP_bac_1,SBP_bac_8
IDJJGBAN_02778	657322.FPR_13730	9.66e-272	745.0	COG1323@1|root,COG1323@2|Bacteria,1TPP2@1239|Firmicutes,247UP@186801|Clostridia,3WI9X@541000|Ruminococcaceae	2|Bacteria	S	Belongs to the UPF0348 family	ylbM	-	-	-	-	-	-	-	-	-	-	-	HIGH_NTase1
IDJJGBAN_00336	657322.FPR_28320	0.0	893.0	COG1982@1|root,COG1982@2|Bacteria,1TNZ9@1239|Firmicutes,247RA@186801|Clostridia,3WHCW@541000|Ruminococcaceae	2|Bacteria	E	Orn Lys Arg decarboxylase major	speA1	-	4.1.1.18,4.1.1.19	ko:K01582,ko:K01583,ko:K01585	ko00310,ko00330,ko00960,ko01100,ko01110,map00310,map00330,map00960,map01100,map01110	M00133	R00462,R00566	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	OKR_DC_1,OKR_DC_1_C
IDJJGBAN_02307	657322.FPR_10940	8.01e-174	485.0	2AYHW@1|root,31QMC@2|Bacteria,1V6S7@1239|Firmicutes,24NBV@186801|Clostridia,3WK2R@541000|Ruminococcaceae	2|Bacteria	S	TraX protein	-	-	-	-	-	-	-	-	-	-	-	-	TraX
IDJJGBAN_02352	657322.FPR_10370	2.71e-143	404.0	2B66C@1|root,31Z3H@2|Bacteria,1V6U0@1239|Firmicutes,24ICU@186801|Clostridia,3WM7U@541000|Ruminococcaceae	2|Bacteria	S	Psort location Cytoplasmic, score 8.87	-	-	-	ko:K17213	ko02010,map02010	M00593	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2	-	-	-
IDJJGBAN_02104	657322.FPR_16360	2.83e-201	557.0	COG1028@1|root,COG1028@2|Bacteria,1TQ3V@1239|Firmicutes,24ARQ@186801|Clostridia,3WIKB@541000|Ruminococcaceae	2|Bacteria	IQ	short chain dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	adh_short,adh_short_C2
IDJJGBAN_01613	748224.HMPREF9436_01806	3.54e-213	595.0	COG2333@1|root,COG2333@2|Bacteria,1TS9U@1239|Firmicutes,249VR@186801|Clostridia,3WIY7@541000|Ruminococcaceae	2|Bacteria	J	Metallo-beta-lactamase domain protein	-	-	-	ko:K02238	-	M00429	-	-	ko00000,ko00002,ko02044	3.A.11.1,3.A.11.2	-	-	Ada_Zn_binding,Lactamase_B
IDJJGBAN_01925	657322.FPR_12210	9.67e-229	632.0	2DBS1@1|root,2ZANX@2|Bacteria,1UZPQ@1239|Firmicutes,24D5T@186801|Clostridia,3WMAI@541000|Ruminococcaceae	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IDJJGBAN_01650	748224.HMPREF9436_02546	6.19e-130	381.0	COG2868@1|root,COG2868@2|Bacteria	2|Bacteria	J	Cysteine protease Prp	ysxB	-	-	ko:K07584	-	-	-	-	ko00000	-	-	-	Peptidase_Prp
IDJJGBAN_00068	657322.FPR_31060	3.04e-87	256.0	COG2315@1|root,COG2315@2|Bacteria,1V79C@1239|Firmicutes,257W8@186801|Clostridia,3WK2N@541000|Ruminococcaceae	2|Bacteria	S	YjbR	yjbR	-	-	-	-	-	-	-	-	-	-	-	YjbR
IDJJGBAN_02304	657322.FPR_10980	1.45e-93	273.0	COG1661@1|root,COG1661@2|Bacteria,1VBWE@1239|Firmicutes,24HQ2@186801|Clostridia,3WMN1@541000|Ruminococcaceae	2|Bacteria	S	Domain of unknown function (DUF296)	-	-	-	ko:K06934	-	-	-	-	ko00000	-	-	-	DUF296
IDJJGBAN_01931	657322.FPR_12150	7.06e-49	163.0	COG1826@1|root,COG1826@2|Bacteria,1VHQF@1239|Firmicutes,24QW5@186801|Clostridia	2|Bacteria	U	mttA/Hcf106 family	tatA	-	-	ko:K03116,ko:K03117,ko:K03646	ko03060,ko03070,map03060,map03070	M00336	-	-	ko00000,ko00001,ko00002,ko02000,ko02044	2.A.64,2.C.1.2	-	-	MttA_Hcf106
IDJJGBAN_00291	657322.FPR_28790	1.01e-116	335.0	COG1611@1|root,COG1611@2|Bacteria,1UKED@1239|Firmicutes,24DSN@186801|Clostridia,3WIP4@541000|Ruminococcaceae	2|Bacteria	L	Belongs to the LOG family	yvdD	-	3.2.2.10	ko:K06966	ko00230,ko00240,map00230,map00240	-	R00182,R00510	RC00063,RC00318	ko00000,ko00001,ko01000	-	-	-	Lysine_decarbox
IDJJGBAN_00335	657322.FPR_28330	1.37e-140	398.0	COG0819@1|root,COG0819@2|Bacteria,1TPK0@1239|Firmicutes,249B1@186801|Clostridia	2|Bacteria	K	Catalyzes an amino-pyrimidine hydrolysis reaction at the C5' of the pyrimidine moiety of thiamine compounds, a reaction that is part of a thiamine salvage pathway	tenA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	3.5.99.2	ko:K03707	ko00730,ko01100,map00730,map01100	-	R02133,R09993	RC00224,RC00652,RC02832	ko00000,ko00001,ko01000,ko03000	-	-	-	TENA_THI-4
IDJJGBAN_00393	1120746.CCNL01000011_gene1829	1.65e-10	59.7	2E3ZZ@1|root,32YWW@2|Bacteria	2|Bacteria	S	Sporulation protein YabP	yabP	GO:0005575,GO:0005623,GO:0042601,GO:0042763,GO:0044464	-	-	-	-	-	-	-	-	-	-	YabP
IDJJGBAN_00569	657322.FPR_25620	0.0	863.0	COG4905@1|root,COG4905@2|Bacteria,1TQUM@1239|Firmicutes,25CKD@186801|Clostridia,3WGXM@541000|Ruminococcaceae	2|Bacteria	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	ABC_trans_CmpB
IDJJGBAN_02073	657322.FPR_16680	0.0	1214.0	COG0768@1|root,COG0768@2|Bacteria,1TP93@1239|Firmicutes,248KB@186801|Clostridia,3WGI4@541000|Ruminococcaceae	2|Bacteria	M	Penicillin-binding Protein	ftsI	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008144,GO:0008150,GO:0008658,GO:0008955,GO:0009987,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016758,GO:0031224,GO:0031226,GO:0031406,GO:0032153,GO:0033218,GO:0033293,GO:0036094,GO:0042221,GO:0042493,GO:0043167,GO:0043168,GO:0043177,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051301,GO:0071944,GO:0097159,GO:1901363,GO:1901681	3.4.16.4	ko:K03587,ko:K08384	ko00550,ko01501,map00550,map01501	-	-	-	ko00000,ko00001,ko01000,ko01011,ko03036	-	-	iSSON_1240.SSON_0092	PASTA,PBP_dimer,Transpeptidase
IDJJGBAN_01112	411483.FAEPRAA2165_03180	2.64e-229	637.0	COG0420@1|root,COG0420@2|Bacteria,1TQY6@1239|Firmicutes,248VE@186801|Clostridia,3WH9B@541000|Ruminococcaceae	2|Bacteria	L	SbcCD cleaves DNA hairpin structures. These structures can inhibit DNA replication and are intermediates in certain DNA recombination reactions. The complex acts as a 3'- 5' double strand exonuclease that can open hairpins. It also has a 5' single-strand endonuclease activity	sbcD	-	-	ko:K03547	-	-	-	-	ko00000,ko03400	-	-	-	Metallophos,SbcD_C
IDJJGBAN_01615	657322.FPR_01960	0.0	1616.0	COG1674@1|root,COG1674@2|Bacteria,1TPJR@1239|Firmicutes,247KM@186801|Clostridia,3WGRB@541000|Ruminococcaceae	2|Bacteria	D	Belongs to the FtsK SpoIIIE SftA family	ftsK	GO:0000003,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0019954,GO:0030436,GO:0031323,GO:0031326,GO:0032502,GO:0043934,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141	-	ko:K03466	-	-	-	-	ko00000,ko03036	3.A.12	-	-	FtsK_4TM,FtsK_SpoIIIE,Ftsk_gamma
IDJJGBAN_00173	657322.FPR_29950	0.0	1582.0	COG0210@1|root,COG0210@2|Bacteria,1TPSU@1239|Firmicutes,247RM@186801|Clostridia,3WGKX@541000|Ruminococcaceae	2|Bacteria	L	ATP-dependent DNA helicase	pcrA	-	3.6.4.12	ko:K03656,ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UvrD-helicase,UvrD_C
IDJJGBAN_00277	748224.HMPREF9436_01249	9.12e-98	290.0	COG0741@1|root,COG0741@2|Bacteria,1V6K4@1239|Firmicutes,24JB5@186801|Clostridia,3WKAS@541000|Ruminococcaceae	2|Bacteria	M	Transglycosylase SLT domain	mltC	GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008932,GO:0008933,GO:0009056,GO:0009057,GO:0009253,GO:0009279,GO:0009987,GO:0016020,GO:0016740,GO:0016757,GO:0019867,GO:0030203,GO:0030288,GO:0030312,GO:0030313,GO:0031224,GO:0031225,GO:0031975,GO:0033554,GO:0034599,GO:0042221,GO:0042597,GO:0043170,GO:0044425,GO:0044462,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0061783,GO:0070887,GO:0071236,GO:0071704,GO:0071944,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575	-	ko:K08306,ko:K08308,ko:K08309	-	-	-	-	ko00000,ko01000,ko01011	-	GH23	iAF1260.b1193,iB21_1397.B21_01178,iBWG_1329.BWG_1018,iECBD_1354.ECBD_2429,iECB_1328.ECB_01168,iECDH10B_1368.ECDH10B_1246,iECDH1ME8569_1439.ECDH1ME8569_1132,iECD_1391.ECD_01168,iEcDH1_1363.EcDH1_2455,iEcolC_1368.EcolC_2432,iG2583_1286.G2583_3622,iJO1366.b1193,iUMNK88_1353.UMNK88_1507,iUMNK88_1353.UMNK88_3661,iY75_1357.Y75_RS06225	DUF3393,SLT
IDJJGBAN_00292	657322.FPR_28780	1.4e-118	340.0	COG2059@1|root,COG2059@2|Bacteria,1V42U@1239|Firmicutes,24HA0@186801|Clostridia,3WJQS@541000|Ruminococcaceae	2|Bacteria	P	Chromate transporter	chrA2	-	-	ko:K07240	-	-	-	-	ko00000,ko02000	2.A.51.1	-	-	Chromate_transp
IDJJGBAN_00392	657322.FPR_27790	5.47e-58	187.0	COG2919@1|root,COG2919@2|Bacteria,1VKC5@1239|Firmicutes,24WD9@186801|Clostridia,3WMHC@541000|Ruminococcaceae	2|Bacteria	D	septum formation initiator	divIC	-	-	ko:K05589,ko:K13052	-	-	-	-	ko00000,ko03036	-	-	-	DivIC
IDJJGBAN_01880	718252.FP2_28590	1.27e-248	682.0	COG3589@1|root,COG3589@2|Bacteria,1TRIY@1239|Firmicutes,248R7@186801|Clostridia,3WQXH@541000|Ruminococcaceae	2|Bacteria	S	Bacterial protein of unknown function (DUF871)	-	-	-	ko:K09963	-	-	-	-	ko00000	-	-	-	DUF871,GH97_C,GH97_N,Glyco_hydro_97
IDJJGBAN_02786	657322.FPR_13810	7.02e-288	789.0	2EXX1@1|root,33R64@2|Bacteria,1VTQG@1239|Firmicutes,24Q1J@186801|Clostridia	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IDJJGBAN_00502	657322.FPR_26340	0.0	912.0	COG0055@1|root,COG0055@2|Bacteria,1TPGF@1239|Firmicutes,2489W@186801|Clostridia,3WGVH@541000|Ruminococcaceae	2|Bacteria	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits	atpD	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	3.6.3.14	ko:K02112	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	iSB619.SA_RS10965	ATP-synt_ab,ATP-synt_ab_N
IDJJGBAN_00824	657322.FPR_21340	0.0	1085.0	COG0515@1|root,COG2815@1|root,COG0515@2|Bacteria,COG2815@2|Bacteria,1V4RJ@1239|Firmicutes,24IFN@186801|Clostridia,3WGT2@541000|Ruminococcaceae	2|Bacteria	KLT	PASTA domain protein	-	-	2.7.11.1	ko:K12132	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	PASTA,Pkinase,zinc_ribbon_2
IDJJGBAN_01850	657322.FPR_17800	0.0	973.0	COG0513@1|root,COG0513@2|Bacteria,1TPAP@1239|Firmicutes,247IT@186801|Clostridia,3WGP7@541000|Ruminococcaceae	2|Bacteria	L	Belongs to the DEAD box helicase family	rhlE	-	3.6.4.13	ko:K11927	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	-	DEAD,Helicase_C
IDJJGBAN_01863	657322.FPR_17640	6.33e-46	147.0	COG2608@1|root,COG2608@2|Bacteria,1VEM6@1239|Firmicutes,24QS3@186801|Clostridia,3WKYW@541000|Ruminococcaceae	2|Bacteria	C	Heavy metal-associated domain protein	zntA	-	3.6.3.3,3.6.3.5	ko:K01534	-	-	-	-	ko00000,ko01000	3.A.3.6	-	-	E1-E2_ATPase,HMA,Hydrolase
IDJJGBAN_00564	411483.FAEPRAA2165_01426	1.48e-185	518.0	COG2207@1|root,COG2207@2|Bacteria,1V579@1239|Firmicutes,25B25@186801|Clostridia,3WS6P@541000|Ruminococcaceae	2|Bacteria	K	helix_turn_helix, arabinose operon control protein	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,HTH_18
IDJJGBAN_01045	657322.FPR_02840	2.72e-193	535.0	COG1216@1|root,COG1216@2|Bacteria,1UYRR@1239|Firmicutes,249T1@186801|Clostridia,3WMBE@541000|Ruminococcaceae	2|Bacteria	M	Glycosyl transferase family 21	wbbL	-	-	ko:K07011,ko:K20444	-	-	-	-	ko00000,ko01000,ko01005,ko02000	4.D.1.3	GT2,GT4	-	Glyco_tranf_2_3,Glyco_transf_7C,Glycos_transf_2
IDJJGBAN_01248	657322.FPR_04750	3.81e-151	426.0	COG1191@1|root,COG1191@2|Bacteria,1V296@1239|Firmicutes,24GTU@186801|Clostridia,3WGPV@541000|Ruminococcaceae	2|Bacteria	K	Belongs to the sigma-70 factor family	sigF	-	-	ko:K03091	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r3,Sigma70_r4
IDJJGBAN_01196	657322.FPR_05210	0.0	1852.0	COG0653@1|root,COG0653@2|Bacteria,1TPEY@1239|Firmicutes,247N2@186801|Clostridia,3WGPN@541000|Ruminococcaceae	2|Bacteria	U	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane	secA	GO:0000166,GO:0002790,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008144,GO:0008150,GO:0008320,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0015399,GO:0015405,GO:0015440,GO:0015450,GO:0015462,GO:0015833,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0022884,GO:0030554,GO:0031224,GO:0031226,GO:0031522,GO:0032553,GO:0032555,GO:0032559,GO:0032940,GO:0032991,GO:0033036,GO:0033220,GO:0035639,GO:0036094,GO:0042623,GO:0042626,GO:0042886,GO:0042887,GO:0043167,GO:0043168,GO:0043492,GO:0043952,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1904680	-	ko:K03070	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.10,3.A.5.2,3.A.5.4	-	-	Helicase_C,SEC-C,SecA_DEAD,SecA_PP_bind,SecA_SW
IDJJGBAN_01703	657322.FPR_08870	0.0	1001.0	COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,1TPJ8@1239|Firmicutes,24809@186801|Clostridia,3WN0C@541000|Ruminococcaceae	2|Bacteria	G	Psort location CytoplasmicMembrane, score 10.00	glvC	-	2.7.1.193,2.7.1.199,2.7.1.208,2.7.1.211	ko:K02749,ko:K02750,ko:K02755,ko:K02756,ko:K02757,ko:K02790,ko:K02791,ko:K02803,ko:K02804,ko:K02809,ko:K02810	ko00010,ko00500,ko00520,ko02060,map00010,map00500,map00520,map02060	M00266,M00267,M00268,M00269,M00271	R00811,R02738,R04111,R05199	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.10,4.A.1.1.15,4.A.1.1.16,4.A.1.1.2,4.A.1.1.3,4.A.1.1.4,4.A.1.1.5,4.A.1.1.7,4.A.1.1.8,4.A.1.2.1,4.A.1.2.10,4.A.1.2.11,4.A.1.2.12,4.A.1.2.2,4.A.1.2.5,4.A.1.2.6,4.A.1.2.9	-	-	PTS_EIIA_1,PTS_EIIB,PTS_EIIC
IDJJGBAN_01923	657322.FPR_12240	6.15e-195	540.0	COG0561@1|root,COG0561@2|Bacteria,1TR16@1239|Firmicutes,248MW@186801|Clostridia,3WIKA@541000|Ruminococcaceae	2|Bacteria	S	Cof-like hydrolase	yidA	-	-	-	-	-	-	-	-	-	-	-	4HBT,Hydrolase_3
IDJJGBAN_02075	657322.FPR_16660	3.19e-205	568.0	COG4667@1|root,COG4667@2|Bacteria,1TQ9W@1239|Firmicutes,2485C@186801|Clostridia,3WHU4@541000|Ruminococcaceae	2|Bacteria	S	Phospholipase, patatin family	rssA	-	-	-	-	-	-	-	-	-	-	-	Patatin
IDJJGBAN_02530	657322.FPR_18390	9.91e-302	826.0	COG0534@1|root,COG0534@2|Bacteria,1TPFM@1239|Firmicutes,247J9@186801|Clostridia,3WGER@541000|Ruminococcaceae	2|Bacteria	V	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	MatE
IDJJGBAN_00688	657322.FPR_19950	0.0	1177.0	COG1053@1|root,COG4939@1|root,COG1053@2|Bacteria,COG4939@2|Bacteria,1TPAR@1239|Firmicutes,247SY@186801|Clostridia,3WHXW@541000|Ruminococcaceae	2|Bacteria	C	FAD binding domain	-	-	1.3.5.1,1.3.5.4	ko:K00239,ko:K00244	ko00020,ko00190,ko00620,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko02020,ko05134,map00020,map00190,map00620,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map02020,map05134	M00009,M00011,M00149,M00150,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_2,FMN_bind
IDJJGBAN_00153	657322.FPR_30150	9.94e-54	169.0	COG2052@1|root,COG2052@2|Bacteria,1VA40@1239|Firmicutes,24MXV@186801|Clostridia,3WJWB@541000|Ruminococcaceae	2|Bacteria	S	Belongs to the UPF0296 family	ylzA	-	-	ko:K09777	-	-	-	-	ko00000	-	-	-	DUF370
IDJJGBAN_00155	657322.FPR_30130	1.66e-73	220.0	29NZE@1|root,309XJ@2|Bacteria	2|Bacteria	S	Helix-turn-helix of DDE superfamily endonuclease	-	-	-	-	-	-	-	-	-	-	-	-	HTH_Tnp_4
IDJJGBAN_00231	657322.FPR_29370	6.2e-129	365.0	COG1247@1|root,COG1247@2|Bacteria,1V6X5@1239|Firmicutes,24KJU@186801|Clostridia	2|Bacteria	M	acetyltransferase (GNAT) family	ywnH	-	2.3.1.183	ko:K03823	ko00440,ko01130,map00440,map01130	-	R08871,R08938	RC00004,RC00064	ko00000,ko00001,ko01000	-	-	-	Acetyltransf_1,Acetyltransf_4,HTH_20
